ts,temp_c,cpu_freq_mhz,cpu_util_pct,mem_used_pct,power_w,psi_cpu_some_avg10,psi_io_some_avg10,psi_mem_some_avg10
1777109043.481,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109044.495,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109045.506,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109046.517,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109047.539,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
