ts,temp_c,cpu_freq_mhz,cpu_util_pct,mem_used_pct,power_w,psi_cpu_some_avg10,psi_io_some_avg10,psi_mem_some_avg10
1777109024.918,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109026.013,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109027.111,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109028.137,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109029.148,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
