ts,temp_c,cpu_freq_mhz,cpu_util_pct,mem_used_pct,power_w,psi_cpu_some_avg10,psi_io_some_avg10,psi_mem_some_avg10
1777109051.841,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109052.852,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109053.860,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109054.869,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109055.890,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109056.986,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109058.085,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
