ts,temp_c,cpu_freq_mhz,cpu_util_pct,mem_used_pct,power_w,psi_cpu_some_avg10,psi_io_some_avg10,psi_mem_some_avg10
1777109018.285,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109019.383,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109020.483,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109021.572,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109022.674,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
1777109023.773,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
